交易ID,E_gen (kWh),E_cons (kWh),时间戳偏移(s),有效性
5600,437.7,451.1,-7.7,有效
5601,736.5,780.3,-2.1,有效
5602,662.6,704.5,0.3,有效
5603,675.0,665.0,4.0,有效
5604,320.2,351.4,2.8,有效
5605,443.3,491.3,-9.8,有效
5606,697.0,718.1,3.5,有效
5607,693.6,679.4,-7.0,有效
5608,715.2,754.8,-7.4,有效
5609,805.4,847.7,-0.4,有效
5610,378.2,385.5,5.8,有效
5611,514.2,492.5,9.2,有效
5612,970.0,932.8,2.3,有效
5613,402.1,365.9,6.5,有效
5614,560.8,536.0,-5.9,有效
5615,319.4,285.0,-8.6,有效
5616,235.5,195.6,-5.0,有效
5617,262.2,244.4,7.3,有效
5618,424.8,468.8,-5.5,有效
5619,436.9,393.8,-8.3,有效
5620,450.2,479.2,8.3,有效
5621,328.9,323.7,2.0,有效
5622,716.1,678.0,-6.2,有效
5623,587.0,610.5,-0.1,有效
5624,591.6,552.7,8.8,有效
5625,567.6,571.1,9.8,有效
5626,407.3,366.3,-7.1,有效
5627,260.4,299.8,7.6,有效
5628,776.1,791.3,-8.5,有效
5629,542.7,584.9,-8.2,有效
5630,452.9,457.9,-5.1,有效
5631,514.4,558.5,-9.3,有效
5632,955.3,946.8,2.3,有效
5633,652.3,690.9,-4.4,有效
5634,715.7,762.2,3.3,有效
5635,660.3,678.6,5.2,有效
5636,346.3,378.0,1.8,有效
5637,564.9,562.2,-2.8,有效
5638,342.7,329.3,2.4,有效
5639,386.8,425.7,-2.8,有效
5640,549.3,545.7,-9.8,有效
5641,347.8,316.8,-3.5,有效
5642,672.5,716.4,-7.8,有效
5643,473.9,501.4,8.8,有效
5644,524.0,487.7,3.9,有效
5645,806.7,782.9,-4.0,有效
5646,850.7,860.2,-4.7,有效
5647,548.6,539.2,-0.3,有效
5648,312.3,353.3,-0.5,有效
5649,138.4,100.1,-7.2,有效
5650,349.8,316.9,-8.2,有效
5651,432.6,386.4,0.6,有效
5652,212.1,261.6,-6.9,有效
5653,502.8,506.7,-4.1,有效
5654,401.1,434.7,-9.7,有效
5655,579.1,591.4,-9.3,有效
5656,328.0,355.1,-3.6,有效
5657,364.3,379.9,7.4,有效
5658,767.3,817.0,-2.5,有效
5659,146.0,192.0,-2.2,有效
5660,544.4,540.2,-8.7,有效
5661,650.4,680.1,-2.2,有效
5662,478.3,504.2,2.7,有效
5663,637.6,630.7,8.3,有效
5664,267.6,298.4,0.1,有效
5665,786.3,751.2,-2.3,有效
5666,482.4,509.1,1.8,有效
5667,428.8,433.1,-9.0,有效
5668,594.4,636.8,-4.2,有效
5669,565.3,583.4,-5.9,有效
5670,659.6,619.4,0.7,有效
5671,736.2,784.9,-2.1,有效
5672,970.9,931.0,-2.3,有效
5673,542.1,537.4,3.0,有效
5674,439.3,425.1,3.4,有效
5675,64.4,68.5,3.0,有效
5676,430.8,442.3,-4.2,有效
5677,539.5,509.7,10.0,有效
5678,556.2,553.9,-2.1,有效
5679,580.5,594.8,1.5,有效
5680,586.5,574.2,3.6,有效
5681,449.2,469.3,-7.0,有效
5682,546.7,503.9,-9.9,有效
5683,611.3,622.3,0.8,有效
5684,264.0,308.1,6.0,有效
5685,474.4,482.3,-2.3,有效
5686,231.3,193.5,-8.2,有效
5687,605.5,643.7,-7.9,有效
5688,418.9,411.4,-2.8,有效
5689,795.8,782.1,4.3,有效
5690,406.0,387.2,-6.9,有效
5691,543.8,585.4,1.5,有效
5692,592.3,563.5,-8.6,有效
5693,513.1,544.4,-2.7,有效
5694,604.3,606.7,6.0,有效
5695,324.7,370.3,1.7,有效
5696,614.0,620.4,7.8,有效
5697,266.2,267.7,5.7,有效
5698,531.7,577.8,2.8,有效
5699,937.2,962.9,8.3,有效
5700,196.6,234.0,3.2,有效
5701,579.7,616.0,2.6,有效
5702,714.5,761.1,4.2,有效
5703,291.7,333.3,7.1,有效
5704,972.3,976.6,0.6,有效
5705,693.9,669.5,-9.9,有效
5706,436.8,394.4,2.8,有效
5707,648.8,626.7,1.1,有效
5708,550.6,580.7,-7.7,有效
5709,647.7,621.9,-4.0,有效
5710,413.1,365.2,-6.6,有效
5711,524.6,542.3,9.6,有效
5712,563.6,526.2,-1.6,有效
5713,352.0,386.6,1.1,有效
5714,422.1,381.9,0.8,有效
5715,707.0,702.1,0.9,有效
5716,474.8,471.9,-7.5,有效
5717,490.9,463.1,-9.2,有效
5718,571.7,587.3,-9.2,有效
5719,343.8,367.5,7.6,有效
5720,690.7,654.6,-0.5,有效
5721,152.4,199.8,-8.5,有效
5722,707.1,685.6,1.1,有效
5723,646.8,614.9,1.5,有效
5724,704.8,655.3,3.5,有效
5725,281.7,235.8,9.0,有效
5726,622.7,636.2,-4.0,有效
5727,327.8,304.9,2.0,有效
5728,324.3,324.0,7.7,有效
5729,296.0,344.6,3.9,有效
5730,864.1,877.5,-8.5,有效
5731,414.4,460.9,7.9,有效
5732,432.8,388.5,8.4,有效
5733,453.6,425.6,5.0,有效
5734,372.2,344.6,-7.9,有效
5735,153.6,196.9,3.9,有效
5736,379.4,350.8,4.0,有效
5737,511.4,510.7,6.6,有效
5738,357.1,328.2,3.3,有效
5739,276.9,287.4,4.0,有效
5740,212.9,182.9,0.3,有效
5741,583.0,581.6,-6.9,有效
5742,670.8,720.5,5.5,有效
5743,572.1,610.3,-5.8,有效
5744,405.9,369.3,-2.4,有效
5745,374.5,364.3,-4.0,有效
5746,649.4,677.8,9.0,有效
5747,590.1,549.7,0.7,有效
5748,217.9,173.6,-7.4,有效
5749,814.1,771.7,-3.1,有效
5750,694.5,726.2,7.5,有效
5751,332.8,340.3,2.1,有效
5752,347.8,351.4,7.0,有效
5753,506.2,547.5,-6.6,有效
5754,742.1,750.2,-3.1,有效
5755,256.3,238.6,-4.1,有效
5756,621.4,578.9,-6.3,有效
5757,423.7,441.4,2.3,有效
5758,670.3,624.8,-1.7,有效
5759,488.2,512.7,-1.3,有效
5760,571.1,557.2,-3.6,有效
5761,744.4,732.6,-5.9,有效
5762,617.3,616.0,9.4,有效
5763,724.7,711.5,9.4,有效
5764,753.0,724.0,8.3,有效
5765,533.9,488.5,0.2,有效
5766,658.0,651.8,-9.6,有效
5767,624.5,631.3,-6.5,有效
5768,504.9,504.7,-2.7,有效
5769,875.4,856.3,-5.4,有效
5770,488.8,454.4,-2.3,有效
5771,190.4,196.5,3.5,有效
5772,499.9,526.6,-9.1,有效
5773,135.5,139.7,-3.1,有效
5774,385.4,392.2,-2.6,有效
5775,512.1,470.3,-4.4,有效
5776,886.4,895.3,-0.2,有效
5777,337.0,324.8,-6.0,有效
5778,811.5,799.5,-9.4,有效
5779,98.0,129.3,-8.8,有效
5780,588.4,602.6,-9.6,有效
5781,477.3,427.5,-7.7,有效
5782,542.2,532.4,-0.2,有效
5783,688.6,704.1,7.2,有效
5784,309.0,325.7,-1.3,有效
5785,636.7,624.4,-0.7,有效
5786,608.7,630.8,4.5,有效
5787,100.8,143.3,5.8,有效
5788,536.3,519.7,1.2,有效
5789,76.9,111.3,-3.2,有效
5790,820.8,852.8,-2.9,有效
5791,863.5,895.4,-5.1,有效
5792,427.6,470.8,1.8,有效
5793,362.6,412.5,-9.8,有效
5794,417.9,427.6,1.9,有效
5795,576.7,604.8,-4.7,有效
5796,179.1,227.2,6.9,有效
5797,813.8,804.4,-2.6,有效
5798,457.7,450.5,-3.8,有效
5799,573.9,568.9,-7.0,有效
5800,630.7,672.6,1.4,有效
5801,429.8,435.2,0.5,有效
5802,715.1,764.0,1.5,有效
5803,504.9,459.0,-5.4,有效
5804,375.0,359.6,-0.4,有效
5805,433.8,416.6,5.9,有效
5806,572.3,593.9,-6.1,有效
5807,549.5,558.4,-1.3,有效
5808,223.6,272.4,1.0,有效
5809,432.4,403.2,2.5,有效
5810,620.9,608.0,-1.7,有效
5811,800.7,782.5,2.1,有效
5812,327.7,352.9,-8.6,有效
5813,927.5,882.0,-9.8,有效
5814,552.4,591.9,-2.4,有效
5815,166.5,170.3,9.9,有效
5816,598.3,631.0,5.0,有效
5817,198.6,211.0,9.4,有效
5818,156.4,164.2,-6.4,有效
5819,499.7,455.1,5.4,有效
5820,382.3,387.6,-6.3,有效
5821,533.5,557.5,-8.8,有效
5822,421.0,389.4,-6.6,有效
5823,660.6,650.0,-2.3,有效
5824,307.9,346.0,1.6,有效
5825,600.9,591.6,7.3,有效
5826,864.0,886.5,-7.8,有效
5827,444.4,451.1,-0.4,有效
5828,680.6,725.8,2.0,有效
5829,79.5,120.9,-5.3,有效
5830,545.7,559.7,3.0,有效
5831,360.3,364.1,-3.8,有效
5832,843.2,849.4,-2.1,有效
5833,405.4,385.7,-2.3,有效
5834,946.1,964.1,-6.8,有效
5835,515.9,526.0,-5.9,有效
5836,486.1,497.9,8.4,有效
5837,568.6,534.1,-5.9,有效
5838,568.4,556.4,-2.8,有效
5839,552.9,540.9,-8.8,有效
5840,598.8,587.4,-1.0,有效
5841,257.3,279.9,8.3,有效
5842,633.0,606.5,8.9,有效
5843,341.8,320.2,-9.5,有效
5844,653.2,651.8,-6.0,有效
5845,374.5,408.7,5.3,有效
5846,501.9,470.3,1.8,有效
5847,865.8,897.4,4.6,有效
5848,553.4,520.2,2.8,有效
5849,868.5,831.3,8.2,有效
5850,584.0,579.1,-7.5,有效
5851,591.2,604.8,-5.7,有效
5852,408.3,440.2,-4.5,有效
5853,278.8,267.8,1.5,有效
5854,565.9,549.5,-9.0,有效
5855,722.7,673.0,7.0,有效
5856,512.8,504.5,-9.0,有效
5857,116.6,80.1,-2.7,有效
5858,203.0,194.6,-7.2,有效
5859,423.0,469.2,1.8,有效
5860,285.6,258.7,-5.1,有效
5861,929.2,902.2,6.7,有效
5862,500.2,505.4,-7.2,有效
5863,570.6,549.4,-8.0,有效
5864,361.3,331.6,5.2,有效
5865,249.8,200.1,-8.6,有效
5866,417.3,462.8,1.9,有效
5867,715.3,675.5,-1.6,有效
5868,7.2,0.0,2.0,有效
5869,357.2,378.6,-9.9,有效
5870,388.5,419.7,-1.9,有效
5871,720.3,743.7,-0.4,有效
5872,117.6,94.8,-6.0,有效
5873,611.7,593.5,-5.9,有效
5874,488.1,507.9,3.6,有效
5875,734.4,746.7,2.8,有效
5876,373.8,418.1,4.2,有效
5877,632.2,595.9,8.4,有效
5878,702.9,665.8,-7.4,有效
5879,551.7,544.6,-2.4,有效
5880,277.9,257.3,-5.8,有效
5881,530.0,528.3,4.6,有效
5882,851.7,815.9,3.4,有效
5883,634.5,593.8,0.3,有效
5884,248.3,266.2,8.9,有效
5885,534.2,512.2,1.7,有效
5886,365.3,357.6,4.9,有效
5887,61.4,65.2,-9.8,有效
5888,440.2,448.9,-9.5,有效
5889,786.5,739.5,0.6,有效
5890,236.0,227.6,-2.8,有效
5891,376.8,383.0,-3.6,有效
5892,626.7,615.8,-6.1,有效
5893,549.6,519.9,-3.6,有效
5894,366.3,391.2,0.7,有效
5895,459.3,476.0,-2.4,有效
5896,243.6,253.2,3.9,有效
5897,349.0,363.9,-5.0,有效
5898,506.7,554.7,0.4,有效
5899,346.7,378.7,-0.8,有效
5900,513.8,495.9,-1.8,有效
5901,339.4,293.7,8.5,有效
5902,347.8,347.6,-9.4,有效
5903,496.2,502.6,-4.7,有效
5904,597.7,613.6,6.0,有效
5905,225.3,206.3,0.1,有效
5906,644.2,610.9,7.9,有效
5907,473.1,502.2,-5.2,有效
5908,669.7,700.3,7.3,有效
5909,236.9,254.9,3.9,有效
5910,354.9,323.4,-3.9,有效
5911,454.9,438.5,-7.9,有效
5912,269.2,249.3,-1.4,有效
5913,668.2,648.8,0.9,有效
5914,525.2,515.1,-3.1,有效
5915,798.5,830.7,1.6,有效
5916,296.2,311.5,-5.9,有效
5917,476.7,441.0,2.3,有效
5918,134.0,124.8,-0.0,有效
5919,680.1,665.0,-1.7,有效
5920,467.6,453.2,-3.3,有效
5921,802.2,829.1,0.3,有效
5922,88.4,101.7,6.3,有效
5923,153.7,167.3,9.6,有效
5924,609.1,620.8,3.1,有效
5925,495.3,474.1,-9.3,有效
5926,387.0,346.9,-3.7,有效
5927,244.2,282.5,3.4,有效
5928,70.5,43.9,2.9,有效
5929,784.6,832.0,-4.2,有效
5930,322.4,349.2,6.3,有效
5931,413.5,456.6,-0.6,有效
5932,411.0,457.1,-0.2,有效
5933,622.2,600.7,-5.0,有效
5934,454.6,476.7,8.5,有效
5935,353.6,337.2,2.5,有效
5936,600.6,592.6,9.9,有效
5937,250.8,260.4,0.1,有效
5938,285.9,241.5,3.8,有效
5939,787.7,824.6,-5.6,有效
5940,405.8,442.5,9.0,有效
5941,315.1,275.9,-1.4,有效
5942,349.6,399.2,9.5,有效
5943,595.4,606.9,-2.7,有效
5944,413.4,446.9,-2.2,有效
5945,566.3,592.6,4.5,有效
5946,112.6,144.9,6.0,有效
5947,351.9,307.6,-4.8,有效
5948,730.6,725.1,0.1,有效
5949,752.4,716.6,-5.1,有效
5950,664.3,624.5,2.7,有效
5951,480.8,524.0,9.9,有效
5952,703.6,715.4,-2.6,有效
5953,129.2,173.7,4.6,有效
5954,809.4,803.7,-9.2,有效
5955,309.7,316.6,-0.0,有效
5956,775.5,767.8,-3.2,有效
5957,576.4,585.8,-9.8,有效
5958,768.8,799.7,8.6,有效
5959,894.6,906.4,1.8,有效
5960,471.0,462.6,8.0,有效
5961,584.7,609.4,8.3,有效
5962,733.8,711.0,9.8,有效
5963,548.3,520.1,-6.1,有效
5964,176.2,159.0,-9.7,有效
5965,527.6,565.3,8.6,有效
5966,580.0,596.6,-9.3,有效
5967,502.0,530.8,9.6,有效
5968,710.3,676.3,6.4,有效
5969,389.3,421.6,9.0,有效
5970,678.8,631.9,4.9,有效
5971,995.0,989.6,9.3,有效
5972,415.3,464.1,-0.6,有效
5973,442.8,418.9,-8.5,有效
5974,591.6,634.5,-2.2,有效
5975,308.9,327.2,2.9,有效
5976,441.4,408.4,1.4,有效
5977,526.9,495.9,3.5,有效
5978,618.1,611.0,4.7,有效
5979,350.7,314.1,-7.7,有效
5980,594.5,640.2,5.8,有效
5981,468.9,467.8,1.8,有效
5982,543.0,527.4,8.3,有效
5983,748.6,722.1,-7.6,有效
5984,267.6,235.9,5.3,有效
5985,746.3,697.4,6.6,有效
5986,273.0,285.9,5.1,有效
5987,280.8,287.4,-6.3,有效
5988,432.7,473.1,-3.9,有效
5989,657.4,615.2,-5.7,有效
5990,503.5,499.4,9.3,有效
5991,308.5,320.6,-0.9,有效
5992,802.0,772.1,1.2,有效
5993,635.5,679.6,-1.3,有效
5994,783.6,736.9,-8.0,有效
5995,291.2,333.1,1.5,有效
5996,202.2,181.9,9.7,有效
5997,427.5,438.6,-7.1,有效
5998,649.9,685.2,0.6,有效
5999,364.5,398.5,-1.5,有效
6000,380.9,372.5,9.6,有效
6001,761.8,794.9,-5.9,有效
6002,605.5,652.1,6.9,有效
6003,671.2,638.6,9.5,有效
6004,915.9,957.1,9.2,有效
6005,531.3,504.6,-3.9,有效
6006,438.8,431.7,8.2,有效
6007,431.9,406.8,-6.7,有效
6008,184.3,174.2,-8.5,有效
6009,461.8,506.4,-1.5,有效
6010,159.6,168.2,-2.5,有效
6011,565.6,569.5,-7.2,有效
6012,590.8,583.3,5.3,有效
6013,560.6,573.3,7.9,有效
6014,555.6,568.2,-2.2,有效
6015,184.6,220.5,5.9,有效
6016,868.0,830.2,-8.4,有效
6017,78.9,67.5,6.8,有效
6018,461.7,442.3,2.2,有效
6019,374.2,400.2,2.2,有效
6020,829.8,832.5,2.4,有效
6021,630.9,642.1,-1.5,有效
6022,489.0,454.1,-4.4,有效
6023,879.2,839.2,6.6,有效
6024,330.3,338.1,0.8,有效
6025,377.3,393.8,-7.6,有效
6026,579.0,540.5,2.9,有效
6027,365.7,347.7,7.1,有效
6028,411.6,418.9,-9.2,有效
6029,575.6,611.9,3.9,有效
6030,294.3,277.3,-4.4,有效
6031,318.8,289.5,-8.7,有效
6032,459.9,463.4,0.2,有效
6033,354.3,322.2,-9.7,有效
6034,592.9,628.0,5.8,有效
6035,475.8,516.9,-4.1,有效
6036,423.6,452.2,-9.4,有效
6037,406.9,371.9,-6.2,有效
6038,484.8,531.5,2.2,有效
6039,673.4,685.3,5.7,有效
6040,652.1,655.1,9.1,有效
6041,608.9,599.0,-2.9,有效
6042,431.0,403.4,10.0,有效
6043,531.2,520.7,4.5,有效
6044,623.2,656.9,-3.2,有效
6045,409.8,402.5,0.4,有效
6046,489.5,485.6,-8.6,有效
6047,456.0,500.5,2.0,有效
6048,618.4,603.6,7.4,有效
6049,583.1,596.3,1.1,有效
6050,266.6,292.8,7.3,有效
6051,619.8,601.7,-6.4,有效
6052,699.9,670.6,4.0,有效
6053,221.3,264.1,-2.5,有效
6054,288.3,256.5,-4.2,有效
6055,168.2,171.6,-5.5,有效
6056,620.2,623.3,8.6,有效
6057,710.3,667.0,5.7,有效
6058,832.1,861.1,-8.0,有效
6059,870.5,847.8,-1.2,有效
6060,474.6,439.6,-0.5,有效
6061,271.8,303.7,1.6,有效
6062,357.2,332.1,1.7,有效
6063,308.2,288.7,-8.0,有效
6064,296.4,260.2,2.2,有效
6065,694.8,712.1,5.8,有效
6066,509.3,550.9,5.3,有效
6067,279.4,281.0,4.2,有效
6068,378.4,356.5,3.8,有效
6069,854.3,856.8,-3.1,有效
6070,682.6,686.5,-5.4,有效
6071,344.8,328.7,-8.2,有效
6072,684.2,700.0,6.2,有效
6073,339.7,296.8,4.9,有效
6074,762.4,786.4,7.3,有效
6075,639.0,632.1,8.1,有效
6076,677.9,675.6,4.7,有效
6077,712.9,731.3,9.1,有效
6078,455.2,431.7,4.4,有效
6079,447.9,467.4,-3.0,有效
6080,184.1,190.4,-8.7,有效
6081,242.2,232.6,3.1,有效
6082,482.4,503.4,-8.9,有效
6083,504.4,505.1,3.0,有效
6084,464.7,431.5,-9.1,有效
6085,446.8,442.6,-5.8,有效
6086,644.5,624.4,-1.0,有效
6087,128.4,133.4,-1.6,有效
6088,317.5,365.1,-8.6,有效
6089,304.1,302.8,4.9,有效
6090,299.5,323.5,-0.5,有效
6091,658.4,674.0,-4.7,有效
6092,487.3,461.6,7.4,有效
6093,349.3,364.6,-7.7,有效
6094,551.9,533.8,5.9,有效
6095,521.0,541.4,6.1,有效
6096,783.6,748.3,-0.9,有效
6097,369.2,393.1,4.7,有效
6098,512.2,521.4,0.4,有效
6099,422.2,378.1,2.8,有效
6100,464.9,435.2,-3.7,有效
6101,509.8,467.9,-0.1,有效
6102,544.8,498.4,-0.0,有效
6103,392.4,411.9,6.6,有效
6104,431.5,447.1,8.1,有效
6105,599.0,647.6,3.7,有效
6106,699.0,650.7,-5.8,有效
6107,78.9,62.4,5.6,有效
6108,511.2,516.3,0.8,有效
6109,492.4,531.8,-1.0,有效
6110,591.7,622.7,8.3,有效
6111,263.2,273.7,-9.5,有效
6112,645.1,646.2,4.1,有效
6113,605.7,578.3,5.2,有效
6114,316.0,362.2,5.0,有效
6115,397.0,415.5,2.7,有效
6116,672.5,664.5,0.5,有效
6117,534.1,521.1,-6.1,有效
6118,275.0,279.0,-1.6,有效
6119,598.3,627.0,9.3,有效
6120,862.6,819.0,2.7,有效
6121,261.8,251.1,4.0,有效
6122,466.9,444.9,0.6,有效
6123,451.0,470.2,-5.2,有效
6124,670.7,705.9,-9.9,有效
6125,476.7,460.3,7.9,有效
6126,511.9,537.5,7.7,有效
6127,760.7,767.5,-7.4,有效
6128,517.8,487.6,4.5,有效
6129,436.5,404.0,8.6,有效
6130,704.1,700.5,3.6,有效
6131,172.6,153.4,-5.5,有效
6132,280.8,254.3,3.3,有效
6133,207.5,253.4,1.6,有效
6134,404.0,374.6,-8.9,有效
6135,697.9,657.0,-7.4,有效
6136,443.8,412.5,2.1,有效
6137,569.9,522.5,0.3,有效
6138,115.4,114.2,8.1,有效
6139,773.7,761.9,0.6,有效
6140,480.3,509.2,-5.9,有效
6141,454.6,462.0,-2.9,有效
6142,787.6,836.0,-8.1,有效
6143,479.5,432.9,-3.2,有效
6144,205.5,250.7,9.8,有效
6145,572.5,527.5,9.3,有效
6146,258.8,245.8,-2.1,有效
6147,757.9,729.0,-4.9,有效
6148,326.5,342.1,-1.2,有效
6149,504.9,489.2,9.9,有效
6150,213.5,191.6,5.1,有效
6151,661.6,611.8,3.7,有效
6152,468.5,461.6,-3.6,有效
6153,417.2,438.8,1.1,有效
6154,110.1,99.9,-9.2,有效
6155,445.4,477.1,-3.5,有效
6156,662.3,612.4,-2.7,有效
6157,518.0,492.7,-3.6,有效
6158,588.2,564.0,-3.9,有效
6159,791.1,819.6,7.1,有效
6160,97.8,133.4,-7.4,有效
6161,621.4,648.4,7.8,有效
6162,651.9,660.7,4.2,有效
6163,451.1,418.1,-2.2,有效
6164,639.3,613.3,2.3,有效
6165,426.1,454.8,0.7,有效
6166,842.3,825.2,-9.3,有效
6167,427.3,385.6,2.5,有效
6168,686.3,667.6,-2.8,有效
6169,616.8,632.3,6.1,有效
6170,781.4,744.6,1.6,有效
6171,684.3,709.6,0.5,有效
6172,493.6,503.3,3.7,有效
6173,85.3,88.6,9.4,有效
6174,341.6,331.8,6.2,有效
6175,632.3,600.1,0.5,有效
6176,517.9,492.3,-8.9,有效
6177,355.9,402.3,10.0,有效
6178,624.8,578.4,2.3,有效
6179,395.9,383.8,3.0,有效
6180,165.1,142.6,2.7,有效
6181,483.2,446.2,-0.8,有效
6182,585.7,550.4,-1.7,有效
6183,284.5,314.2,-6.5,有效
6184,605.2,616.9,2.8,有效
6185,620.7,615.7,-4.0,有效
6186,501.9,481.4,-2.0,有效
6187,409.6,404.8,3.0,有效
6188,528.9,567.4,-4.4,有效
6189,736.3,770.3,8.3,有效
6190,580.6,545.3,7.7,有效
6191,738.9,741.5,-4.5,有效
6192,314.8,309.2,7.3,有效
6193,767.8,800.9,-1.2,有效
6194,523.8,553.6,-5.7,有效
6195,364.4,358.6,8.6,有效
6196,339.0,340.7,-6.7,有效
6197,796.6,791.2,9.7,有效
6198,474.4,474.0,2.2,有效
6199,381.1,408.1,3.6,有效
6200,743.8,760.4,5.3,有效
6201,568.0,584.5,9.7,有效
6202,565.5,533.4,-1.8,有效
6203,500.8,475.5,-7.2,有效
6204,474.3,428.4,7.9,有效
6205,709.7,678.9,4.9,有效
6206,431.5,445.0,0.4,有效
6207,627.9,656.0,-6.9,有效
6208,754.1,800.2,0.6,有效
6209,568.3,544.5,-3.6,有效
6210,274.5,301.1,0.5,有效
6211,549.9,518.5,9.7,有效
6212,515.1,499.9,3.9,有效
6213,749.8,732.7,7.3,有效
6214,414.0,453.2,-4.6,有效
6215,326.3,323.7,-4.3,有效
6216,235.4,230.6,-5.1,有效
6217,391.3,395.2,3.2,有效
6218,689.2,681.0,8.0,有效
6219,187.1,229.0,-5.6,有效
6220,165.1,181.4,8.1,有效
6221,236.3,222.7,-8.5,有效
6222,503.8,501.1,9.3,有效
6223,650.3,645.4,-1.6,有效
6224,309.7,352.6,3.6,有效
6225,431.1,453.6,9.4,有效
6226,183.3,224.5,-5.5,有效
6227,642.4,630.8,5.0,有效
6228,464.9,460.2,5.4,有效
6229,524.6,535.1,-7.2,有效
6230,309.1,287.9,-5.0,有效
6231,323.6,354.7,7.1,有效
6232,596.4,620.1,4.0,有效
6233,869.1,865.2,0.5,有效
6234,281.1,270.1,-2.0,有效
6235,468.1,463.8,3.5,有效
6236,240.4,247.8,-1.3,有效
6237,430.5,385.2,4.4,有效
6238,429.1,387.2,3.2,有效
6239,396.0,386.6,9.0,有效
6240,833.2,814.1,8.8,有效
6241,519.2,561.6,-3.8,有效
6242,325.4,374.0,-1.5,有效
6243,609.9,580.0,-2.7,有效
6244,559.8,604.6,4.9,有效
6245,256.5,266.6,-8.7,有效
6246,474.2,458.7,-2.5,有效
6247,311.0,279.4,-8.6,有效
6248,558.1,529.9,9.5,有效
6249,616.3,614.0,1.4,有效
6250,488.2,508.4,5.5,有效
6251,142.3,140.6,7.8,有效
6252,732.4,745.8,-8.0,有效
6253,653.6,697.8,1.4,有效
6254,527.3,480.8,9.5,有效
6255,428.9,427.8,-6.3,有效
6256,446.3,461.4,4.7,有效
6257,665.9,647.5,-5.8,有效
6258,459.5,495.2,-3.6,有效
6259,616.8,591.5,-1.3,有效
6260,589.3,548.6,-3.3,有效
6261,533.2,526.2,6.3,有效
6262,882.2,862.0,0.5,有效
6263,499.8,543.5,-9.7,有效
6264,577.4,529.6,5.6,有效
6265,369.5,368.9,1.5,有效
6266,538.0,534.4,1.4,有效
6267,586.4,570.8,-5.6,有效
6268,761.4,805.7,10.0,有效
6269,761.8,787.2,1.0,有效
6270,69.8,75.5,-4.5,有效
6271,474.1,464.9,-3.4,有效
6272,770.3,750.9,-4.4,有效
6273,365.0,339.3,-2.8,有效
6274,538.8,532.2,-0.6,有效
6275,550.1,572.3,-4.3,有效
6276,528.6,542.1,-0.5,有效
6277,482.6,486.9,7.2,有效
6278,392.0,388.8,-9.1,有效
6279,666.6,634.2,3.7,有效
6280,265.3,252.6,-2.7,有效
6281,178.4,191.9,9.2,有效
6282,637.6,588.2,4.3,有效
6283,50.8,61.1,6.0,有效
6284,532.8,533.4,-7.8,有效
6285,313.7,329.4,4.0,有效
6286,626.6,577.7,5.0,有效
6287,464.0,476.7,-4.2,有效
6288,620.3,588.8,-2.1,有效
6289,609.6,575.6,-8.8,有效
6290,608.0,566.9,1.5,有效
6291,624.7,648.9,-4.7,有效
6292,554.9,603.1,8.5,有效
6293,468.6,444.9,-6.1,有效
6294,200.8,191.0,-6.9,有效
6295,655.4,690.7,-9.5,有效
6296,584.7,536.8,7.3,有效
6297,439.2,488.5,-9.6,有效
6298,275.3,265.9,-3.1,有效
6299,154.5,175.7,1.8,有效
6300,511.8,482.0,-8.4,有效
6301,66.5,106.4,-9.0,有效
6302,542.2,587.6,-8.7,有效
6303,452.1,427.7,-9.1,有效
6304,423.6,407.8,5.0,有效
6305,462.9,449.4,6.7,有效
6306,457.1,488.0,-1.2,有效
6307,670.5,657.8,8.6,有效
6308,574.0,582.2,-4.2,有效
6309,181.6,203.7,1.6,有效
6310,619.2,640.4,5.9,有效
6311,415.7,376.0,0.8,有效
6312,500.3,548.6,3.7,有效
6313,435.0,420.8,-9.3,有效
6314,686.4,715.6,7.0,有效
6315,595.7,565.3,-3.6,有效
6316,402.8,362.2,3.1,有效
6317,442.0,408.3,-9.7,有效
6318,812.8,773.6,-8.0,有效
6319,485.3,453.4,-8.5,有效
6320,860.2,881.9,8.9,有效
6321,168.7,206.0,6.7,有效
6322,574.7,527.2,-0.3,有效
6323,432.7,459.4,2.9,有效
6324,490.7,476.9,-8.6,有效
6325,344.0,334.8,0.6,有效
6326,211.2,241.6,7.6,有效
6327,368.4,365.1,1.8,有效
6328,406.5,439.5,-2.8,有效
6329,472.8,472.7,-9.8,有效
6330,363.9,334.1,-0.3,有效
6331,337.6,322.9,5.3,有效
6332,615.6,565.7,9.9,有效
6333,385.5,348.5,-9.4,有效
6334,298.6,314.9,-1.6,有效
6335,75.9,38.2,3.4,有效
6336,521.9,509.1,-7.1,有效
6337,512.1,488.6,4.3,有效
6338,485.5,436.2,-7.3,有效
6339,494.6,502.3,0.7,有效
6340,542.0,554.3,-3.8,有效
6341,357.9,333.1,0.7,有效
6342,243.5,258.9,-9.1,有效
6343,277.5,311.2,-8.3,有效
6344,373.8,371.2,2.0,有效
6345,525.4,545.2,-3.3,有效
6346,288.4,241.5,4.9,有效
6347,456.6,437.7,-3.2,有效
6348,456.9,460.0,-5.8,有效
6349,187.8,210.0,-5.1,有效
6350,212.7,212.8,-7.7,有效
6351,634.6,678.7,4.3,有效
6352,585.6,596.6,-1.4,有效
6353,652.5,690.6,4.8,有效
